identifiant_a,libelle_du_site,caracteristique_du_site,site_acores_de_rattachement,adresse,complement_d_adresse,lieu_dit,code_postal,localite,code_insee,pays,latitude,longitude,numero_de_telephone
17084A,MALAKOFF CENTRE,Bureau de Poste,,32 RUE GABRIEL CRIE,,,92240,MALAKOFF,92046,FRANCE,48.8223,2.3011,3631
17086A,MEUDON REPUBLIQUE BP,Bureau de Poste,,17 RUE DE LA REPUBLIQUE,,,92190,MEUDON,92048,FRANCE,48.809593,2.236275,3631
17087A,MONTROUGE VERDIER,Bureau de Poste,,16 AVENUE VERDIER,,,92120,MONTROUGE,92049,FRANCE,48.815035,2.318691,3631
17088A,NANTERRE CENTRE,Bureau de Poste,,5 BOULEVARD DU LEVANT,,,92000,NANTERRE,92050,FRANCE,48.8903,2.198829,3631
17089A,NEUILLY BINEAU BP,Bureau de Poste,,149 BOULEVARD BINEAU,,,92200,NEUILLY SUR SEINE,92051,FRANCE,48.890268,2.271134,3631
17090A,LE PLESSIS ROBINSON,Bureau de Poste,,8 GRANDE RUE,ZAC COEUR DE VILLE,,92350,LE PLESSIS ROBINSON,92060,FRANCE,48.780896,2.262348,3631
17091A,PUTEAUX HOTEL DE VILLE,Bureau de Poste,,135 RUE DE LA REPUBLIQUE,,,92800,PUTEAUX,92062,FRANCE,48.884298,2.237288,3631
17092A,RUEIL MALMAISON JAURES,Bureau de Poste,,6 BIS PLACE JEAN JAURES,,,92500,RUEIL MALMAISON,92063,FRANCE,48.877799,2.17807,3631
17093A,SAINT CLOUD PRINCIPAL,Bureau de Poste,,47 BOULEVARD DE LA REPUBLIQUE,,,92210,ST CLOUD,92064,FRANCE,48.8447,2.2116,3631
17094A,SCEAUX HOUDAN,Bureau de Poste,,75 RUE HOUDAN,,,92330,SCEAUX,92071,FRANCE,48.778996,2.290095,3631
17095A,SEVRES,Bureau de Poste,,44 GRANDE RUE,,,92310,SEVRES,92072,FRANCE,48.8253,2.2148,3631
17096A,SURESNES HOTEL DE VILLE,Bureau de Poste,,1 RUE FIZEAU,,,92150,SURESNES,92073,FRANCE,48.869998,2.225559,3631
17097A,VANVES HOTEL DE VILLE BP,Bureau de Poste,,1 AVENUE MARCEL MARTINIE,,,92170,VANVES,92075,FRANCE,48.820638,2.290615,3631
17099A,VILLE D AVRAY BP,Bureau de Poste,,2 RUE DE VERSAILLES,,,92410,VILLE D AVRAY,92077,FRANCE,48.826592,2.18815,3631
17100A,VILLENEUVE LA GARENNE,Bureau de Poste,,1 AVENUE JEAN MOULIN,,,92390,VILLENEUVE LA GARENNE,92078,FRANCE,48.937696,2.33164,3631
17102A,ASNIERES BOURGUIGNONS BP,Bureau de Poste,,186 BOULEVARD VOLTAIRE,,,92600,ASNIERES SUR SEINE,92004,FRANCE,48.918497,2.282878,3631
17104A,ASNIERES QUATRE ROUTES BP,Bureau de Poste,,83 RUE DES MOURINOUX,,,92600,ASNIERES SUR SEINE,92004,FRANCE,48.931093,2.275376,3631
17106A,BOULOGNE BILLANCOURT SUD,Bureau de Poste,,243 BIS BOULEVARD JEAN JAURES,,,92100,BOULOGNE BILLANCOURT,92012,FRANCE,48.828898,2.24623,3631
17107A,BOULOGNE BILLANCOURT JAURES,Bureau de Poste,,7 BOULEVARD JEAN JAURES,,,92100,BOULOGNE BILLANCOURT,92012,FRANCE,48.844493,2.237528,3631
17108A,BAGNEUX BAS LONGCHAMPS BP,Bureau de Poste,,1 CENTRE COMMERCIAL BAS LONGCHAMPS,,,92220,BAGNEUX,92007,FRANCE,48.790192,2.312026,3631
17109A,CHATENAY BUTTE ROUGE BP,Bureau de Poste,,23 AVENUE FRANCIS DE PRESSENSE,,,92290,CHATENAY MALABRY,92019,FRANCE,48.763292,2.25427,3631
17109D,SAINT JORY CARREFOUR MARKET LPR RP,Relais poste,05446A,LIEU DIT CABOURDY,ROUTE NATIONALE 20,,31790,ST JORY,31490,FRANCE,43.7472,1.3656,3631
17110A,COURBEVOIE BECON BP,Bureau de Poste,,3 PLACE DE BELGIQUE,,,92400,COURBEVOIE,92026,FRANCE,48.903466,2.267672,3631
17111A,ANTONY PAJEAUD BP,Bureau de Poste,,170 RUE ADOLPHE PAJEAUD,,,92160,ANTONY,92002,FRANCE,48.741296,2.283116,3631
17112A,LA DEFENSE 4 TEMPS BP,Bureau de Poste,,PARVIS DE LA DEFENSE,,,92800,PUTEAUX,92062,FRANCE,48.890887,2.238584,3631
17114A,GENNEVILLIERS GRESILLONS BP,Bureau de Poste,,31 RUE FRANCOIS KOVAC,,,92230,GENNEVILLIERS,92036,FRANCE,48.917164,2.301191,3631
17115A,ISSY LES MOULINEAUX OUEST,Bureau de Poste,,23 ALLEE SAINTE LUCIE,,,92130,ISSY LES MOULINEAUX,92040,FRANCE,48.820193,2.25158,3631
17117A,LEVALLOIS FRONT DE SEINE BP,Bureau de Poste,,44 AVENUE GEORGES POMPIDOU,,,92300,LEVALLOIS PERRET,92044,FRANCE,48.8992,2.2832,3631
17119A,CLICHY VENDOME BP,Bureau de Poste,,106 RUE MARTRE,,,92110,CLICHY,92024,FRANCE,48.904898,2.304432,3631
17121A,MONTROUGE VACHE NOIRE BP,Bureau de Poste,,PLACE JULES FERRY,,,92120,MONTROUGE,92049,FRANCE,48.812197,2.325842,3631
17122A,NANTERRE PABLO PICASSO BP,Bureau de Poste,,102 AVENUE PABLO PICASSO,,,92000,NANTERRE,92050,FRANCE,48.888502,2.222858,3631
17123A,NEUILLY SAINT JAMES BP,Bureau de Poste,,24 RUE DE LONGCHAMP,,,92200,NEUILLY SUR SEINE,92051,FRANCE,48.883792,2.257117,3631
17129A,SURESNES CITE JARDINS BP,Bureau de Poste,,PLACE DE LA PAIX,,,92150,SURESNES,92073,FRANCE,48.864397,2.206009,3631
17131D,VILLERUPT RP,Relais poste,09905A,56 AVENUE DE LA LIBERATION,TABAC PRESSE LE HAVANITOS,,54190,VILLERUPT,54580,FRANCE,49.4584,5.9259,3631
17133A,CLAMART LA FOURCHE BP,Bureau de Poste,,1 RUE PIERRE BAUDRY,,,92140,CLAMART,92023,FRANCE,48.811475,2.271435,3631
17133D,VILLENEUVE PUJOLS LPA AP,Agence postale communale,08809A,48 BOULEVARD CAMILLE DESMOULINS,MAIRIE,,47300,VILLENEUVE SUR LOT,47323,FRANCE,44.4032,0.7013,3631
17134A,CLICHY VICTOR HUGO BP,Bureau de Poste,,25 BOULEVARD DU GENERAL LECLERC,,,92110,CLICHY,92024,FRANCE,48.900588,2.316254,3631
17134D,PAYZAC LPA AP,Agence postale communale,04281A,4 PLACE DE LA POSTE,,,24270,PAYZAC,24320,FRANCE,45.4009,1.2181,3631
17135A,COLOMBES ARAGON BP,Bureau de Poste,,158 BOULEVARD CHARLES DE GAULLE,,,92700,COLOMBES,92025,FRANCE,48.915663,2.227707,3631
17135D,SAINT GERMAIN DU SALEMBRE LPA AP,Agence postale communale,04191A,ROUTE DE SAINT ASTIER,,,24190,ST GERMAIN DU SALEMBRE,24418,FRANCE,45.1389,0.4518,3631
17136A,COURBEVOIE MARCEAU,Bureau de Poste,,23 AVENUE MARCEAU,,,92400,COURBEVOIE,92026,FRANCE,48.898892,2.246298,3631
17136D,BRIVE LA TREMOLIERE LPRU RP,Relais poste,03160A,42 AVENUE GEORGES POMPIDOU,,,19100,BRIVE LA GAILLARDE,19031,FRANCE,45.1575,1.5413,3631
17137A,LEVALLOIS PERRET EIFFEL BP,Bureau de Poste,,22 BIS RUE D ALSACE,,,92300,LEVALLOIS PERRET,92044,FRANCE,48.891095644668,2.2952462359576,3631
17137D,LA SALLE EN BEAUMONT RP,Relais poste,07322A,2040 ROUTE NAPOLEON,,,38350,LA SALLE EN BEAUMONT,38470,FRANCE,44.8642,5.8613,3631
17139A,COLOMBES MARCEAU BP,Bureau de Poste,,64 BOULEVARD MARCEAU,,,92700,COLOMBES,92025,FRANCE,48.929191,2.265708,3631
17140A,ISSY LES MOULINEAUX CORENTIN BP,Bureau de Poste,,4 PASSAGE NICOLAS STENON,,,92130,ISSY LES MOULINEAUX,92040,FRANCE,48.82789,2.279833,3631
17142A,ASNIERES DENIS PAPIN BP,Bureau de Poste,,6 RUE DENIS PAPIN,,,92600,ASNIERES SUR SEINE,92004,FRANCE,48.906391,2.283326,3631
17144A,CLAMART LA PLAINE BP,Bureau de Poste,,348 AVENUE DU GENERAL DE GAULLE,,,92140,CLAMART,92023,FRANCE,48.782853,2.244642,3631
17146A,COURBEVOIE ABREUVOIR BP,Bureau de Poste,,10 RUE DE L ABREUVOIR,,,92400,COURBEVOIE,92026,FRANCE,48.891615,2.254458,3631
17147A,GENNEVILLIERS LE LUTH BP,Bureau de Poste,,AVENUE DU LUTH,ANGLE AVENUE DU LANTERNIER,,92230,GENNEVILLIERS,92036,FRANCE,48.932171308,2.2890697374,3631
17149A,RUEIL 2000 BP,Bureau de Poste,,31 RUE JACQUES DAGUERRE,,,92500,RUEIL MALMAISON,92063,FRANCE,48.888795,2.169339,3631
17153A,MEUDON,Bureau de Poste,,1 RUE DE LA POSTE,,,92360,MEUDON LA FORET,92048,FRANCE,48.786892,2.228947,3631
17155A,NEUILLY SABLONS,Bureau de Poste,,4 RUE LOUIS PHILIPPE,,,92200,NEUILLY SUR SEINE,92051,FRANCE,48.881797,2.271497,3631
17157D,BERGERAC LE RELAX LPRU RP,Relais poste,04075A,11 AVENUE EMILE ZOLA,LE RELAX,,24100,BERGERAC,24037,FRANCE,44.8432,0.4958,3631
17165A,BOIS COLOMBES A AP,Agence postale communale,17079A,108 RUE ADOLPHE GUYOT,,,92270,BOIS COLOMBES,92009,FRANCE,48.921196,2.271979,3631
17167A,RUEIL BOUGAINVILLEES BP,Bureau de Poste,,63 AVENUE DE FOUILLEUSE,,,92500,RUEIL MALMAISON,92063,FRANCE,48.8628,2.1955,3631
17168A,ANTONY LECLERC,Bureau de Poste,,179 AV DE LA DIVISION LECLERC,,,92160,ANTONY,92002,FRANCE,48.739892,2.30251,3631
17170D,HENDAYE SNCF RELAY RP,Relais poste,12123A,BOULEVARD DE GAULLE,VESTIBULE,,64700,HENDAYE,64260,FRANCE,43.355543,-1.778052,3631
17171A,LEVALLOIS PERRET WILSON,Bureau de Poste,,68 RUE DU PRESIDENT WILSON,,,92300,LEVALLOIS PERRET,92044,FRANCE,48.8933,2.289269,3631
17173A,LA DEFENSE CNIT,Bureau de Poste,,LE CNIT,LA DEFENSE,,92800,PUTEAUX,92062,FRANCE,48.892677,2.240216,3631
17176A,BOULOGNE BILLANCOURT H DE VILLE,Bureau de Poste,,27 AVENUE ANDRE MORIZET,,,92100,BOULOGNE BILLANCOURT,92012,FRANCE,48.8354,2.239887,3631
17177D,VITRY SUR SEINE LPR FRANPRIX RP,Relais poste,17397A,AVENUE DU 8 MAI 1945,CENTRE COMMERCIAL,,94400,VITRY SUR SEINE,94081,FRANCE,48.7841,2.397,3631
17178A,NANTERRE CHEMIN DE L ILE BP,Bureau de Poste,,15 BOULEVARD DU GENERAL LECLERC,,,92000,NANTERRE,92050,FRANCE,48.8994,2.1901,3631
17178D,SANVIGNES LES MINES AP,Agence postale communale,13476A,6 RUE JEAN MERMOZ,,,71410,SANVIGNES LES MINES,71499,FRANCE,46.6656,4.2888,3631
17180A,AUBERVILLIERS PRINCIPAL,Bureau de Poste,,2 AVENUE DE LA REPUBLIQUE,,,93300,AUBERVILLIERS,93001,FRANCE,48.913457,2.382401,3631
17180D,FOUG LPAC AP,Agence postale communale,09889A,36 RUE FRANCOIS MITTERRAND,,,54570,FOUG,54205,FRANCE,48.6849,5.7867,3631
17181A,AULNAY SOUS BOIS PRINCIPAL,Bureau de Poste,,9 PLACE DE L EGLISE,,,93600,AULNAY SOUS BOIS,93005,FRANCE,48.941755,2.497965,3631
17181D,CHATEAU SALINS LPAC AP,Agence postale communale,10336A,2 RUE DU GENERAL DE GAULLE,,,57170,CHATEAU SALINS,57132,FRANCE,48.8231,6.5054,3631
17182A,BAGNOLET PRINCIPAL,Bureau de Poste,,16 RUE SADI CARNOT,,,93170,BAGNOLET,93006,FRANCE,48.867195,2.4183906,3631
17183A,LE BLANC MESNIL PRINCIPAL,Bureau de Poste,,2 AV DE LA REPUBLIQUE,,,93150,LE BLANC MESNIL,93007,FRANCE,48.9381,2.4605,3631
17183D,LE MARCHE D A COTE ERMONT RP,Relais poste,17451A,18 CENTRE COMMERCIAL DES CHENES,LAPOSTE RELAIS MARCHE D A COTE,,95120,ERMONT,95219,FRANCE,48.9965,2.2554,3631
17184A,BOBIGNY PRINCIPAL,Bureau de Poste,,1 RUE PABLO PICASSO,,,93000,BOBIGNY,93008,FRANCE,48.90842164584,2.4490940542746,3631
17185A,BONDY PRINCIPAL,Bureau de Poste,,40 AVENUE HENRI BARBUSSE,,,93140,BONDY,93010,FRANCE,48.901464,2.487389,3631
17186A,LE BOURGET,Bureau de Poste,,96 AVENUE DE LA DIVISION LECLERC,,,93350,LE BOURGET,93013,FRANCE,48.937409,2.428595,3631
17186D,BACHY AP,Agence postale communale,10707A,13 PLACE DE LA LIBERTE,,,59830,BACHY,59042,FRANCE,50.5529,3.2594,3631
17187A,CLICHY SOUS BOIS CHENE POINTU,Bureau de Poste,,ALLEE MAURICE AUDIN,CENTRE COMMERCIAL DU CHENE POINTU,,93390,CLICHY SOUS BOIS,93014,FRANCE,48.9085,2.5442,3631
17187D,LANNOY AP,Agence postale communale,10875A,42 RUE DE TOURNAI,,,59390,LANNOY,59332,FRANCE,50.6659,3.2117,3631
17188A,COUBRON BP,Bureau de Poste,,1 PLACE DE VERDUN,,,93470,COUBRON,93015,FRANCE,48.9153,2.577698,3631
17188D,ST LAURENT DES ARBRES LPAC AP,Agence postale communale,05389A,104 RUE JOSEPH GUILLARD,,,30126,ST LAURENT DES ARBRES,30278,FRANCE,44.0535,4.6985,3631
17189A,LA COURNEUVE PRINCIPAL,Bureau de Poste,,54 AVENUE GABRIEL PERI,,,93120,LA COURNEUVE,93027,FRANCE,48.926297,2.391118,3631
17190A,DRANCY,Bureau de Poste,,12 AVENUE JEAN JAURES,,,93700,DRANCY,93029,FRANCE,48.921792,2.44719,3631
17191A,DUGNY BP,Bureau de Poste,,25 AVENUE LOUIS LARIVIERE,,,93440,DUGNY,93030,FRANCE,48.9543,2.416,3631
17192A,EPINAY SUR SEINE PRINCIPAL,Bureau de Poste,,14 BIS RUE DE PARIS,,,93800,EPINAY SUR SEINE,93031,FRANCE,48.952899,2.312548,3631
17193A,GAGNY PRINCIPAL,Bureau de Poste,,8 PLACE DU GENERAL DE GAULLE,,,93220,GAGNY,93032,FRANCE,48.884302,2.534191,3631
17193D,ST ETIENNE DE FOUGERES LPR RP,Relais poste,08809A,93 ROUTE DE SAINTE LIVRADE SUR LOT,,,47380,ST ETIENNE DE FOUGERES,47239,FRANCE,44.4192,0.5548,3631
17194A,GOURNAY SUR MARNE BP,Bureau de Poste,,30 AVENUE DU MARECHAL JOFFRE,,,93460,GOURNAY SUR MARNE,93033,FRANCE,48.862391,2.577929,3631
17194D,BEZIERS TABAC LE CELTIC LPR RP,Relais poste,06172A,1 AVENUE MARECHAL FOCH,TABAC LE CELTIC,,34500,BEZIERS,34032,FRANCE,43.34511,3.2156,3631
17195A,L ILE SAINT DENIS BP,Bureau de Poste,,4 RUE LENINE,,,93450,L ILE ST DENIS,93039,FRANCE,48.935395,2.340657,3631
17195D,CALIGNY LPR ESS ARC EN CIEL RP,Relais poste,11365A,IMPASSE DU PONT DE VERE,CONCIERGERIE FLERSINNOV SERVICES,,61100,CALIGNY,61070,FRANCE,48.791,-0.5713,3631
17196A,LES LILAS,Bureau de Poste,,4 BOULEVARD DE LA LIBERTE,,,93260,LES LILAS,93045,FRANCE,48.879595,2.416496,3631
17196D,ROISSY EN BRIE LPR COCCINELLE RP,Relais poste,14869A,2 AVENUE WINSTON CHURCHILL,,,77680,ROISSY EN BRIE,77390,FRANCE,48.7947,2.645,3631
17197A,LIVRY GARGAN PRINCIPAL,Bureau de Poste,,7 PLACE FRANCOIS MITTERRAND,,,93190,LIVRY GARGAN,93046,FRANCE,48.919796,2.537217,3631
17197D,ST BARTHELEMY DE BELLEGARDE LPR RP,Relais poste,04191A,388 RUE DU POTIER,LE PETRIN DE LA DOUBLE,,24700,ST BARTHELEMY DE BELLEGARDE,24380,FRANCE,45.0767,0.2079,3631
17198A,MONTFERMEIL,Bureau de Poste,,3 AVENUE DES PECHES,,,93370,MONTFERMEIL,93047,FRANCE,48.898994,2.560719,3631
17199A,MONTREUIL PRINCIPAL,Bureau de Poste,,44 BOULEVARD ROUGET DE LISLE,,,93100,MONTREUIL,93048,FRANCE,48.859797,2.438437,3631
17199D,CONDE SUR SARTHE COUTARD RP,Relais poste,11318A,RUE D ALENCON,CENTRE COMMERCIAL N12 GALERIE MARCHAND,,61250,CONDE SUR SARTHE,61117,FRANCE,48.4352,0.0543,3631
17200A,NEUILLY PLAISANCE PRINCIPAL BP,Bureau de Poste,,45 RUE DU GENERAL DE GAULLE,,,93360,NEUILLY PLAISANCE,93049,FRANCE,48.863098,2.506948,3631
17201A,NEUILLY SUR MARNE PRINCIPAL,Bureau de Poste,,4 BOULEVARD DE LA REPUBLIQUE,,,93330,NEUILLY SUR MARNE,93050,FRANCE,48.857692,2.527919,3631
17202A,NOISY LE GRAND PRINCIPAL,Bureau de Poste,,1 AVENUE EMILE COSSONNEAU,,,93160,NOISY LE GRAND,93051,FRANCE,48.848895,2.55289,3631
17202B,VIDAILLAC RPC RP,Relais poste,08589A,LE BOURG,EPICERIE DE VIDAILLAC,,46260,VIDAILLAC,46333,FRANCE,44.339529466,1.8260420555,3631
17203A,SAINT DENIS FLOREAL BP,Bureau de Poste,,SQUARE DE L ILE DE FRANCE,CENTRE COMMERCIAL,,93200,ST DENIS,93066,FRANCE,48.942324503,2.3828942639,3631
17203D,ST HILAIRE ST FLORENT AP,Agence postale communale,09168A,9 PLACE DE LA POTERNE,,,49400,SAUMUR,49328,FRANCE,47.2644,-0.0994,3631
17204A,NOISY LE SEC PRINCIPAL,Bureau de Poste,,6 B AVENUE GEORGES CLEMENCEAU,,,93130,NOISY LE SEC,93053,FRANCE,48.894596,2.457396,3631
17204D,MEXY LPR RP,Relais poste,09922A,PLACE GILBERT DUFOUR,,,54135,MEXY,54367,FRANCE,49.5014,5.7813,3631
17205A,SEVRAN SPORTISSE,Bureau de Poste,,3 RUE LUCIEN SPORTISS,,,93270,SEVRAN,93071,FRANCE,48.936394,2.532957,3631
17206A,PANTIN PRINCIPAL,Bureau de Poste,,94 AVENUE JEAN LOLIVE,,,93500,PANTIN,93055,FRANCE,48.891797,2.406007,3631
17206D,COUTICHES AP,Agence postale communale,10915A,1334 ROUTE NATIONALE,MAIRIE DE COUTICHES,,59310,COUTICHES,59158,FRANCE,50.4521,3.2018,3631
17207A,LES PAVILLONS SOUS BOIS,Bureau de Poste,,19 ALLEE ROBILLARD,,,93320,LES PAVILLONS SOUS BOIS,93057,FRANCE,48.905394,2.505696,3631
17207D,GRENAY AP,Agence postale communale,11606A,2 TER RUE JULES GUESDE,MEDIATHEQUE ESTAMINET,,62160,GRENAY,62386,FRANCE,50.449,2.7384,3631
