identifiant_a,libelle_du_site,caracteristique_du_site,site_acores_de_rattachement,adresse,complement_d_adresse,lieu_dit,code_postal,localite,code_insee,pays,latitude,longitude,numero_de_telephone
13059D,APC IGNY AP,Agence postale communale,16998A,23 AVENUE DE LA DIVISION LECLERC,MAIRIE IGNY,,91430,IGNY,91312,FRANCE,48.74207875,2.2258773058,3631
13060A,ST DIDIER AU MONT D OR BP,Bureau de Poste,,59 AVENUE DE LA REPUBLIQUE,,,69370,ST DIDIER AU MONT D OR,69194,FRANCE,45.809671,4.79849,3631
13061A,ST DIDIER SOUS RIVERIE AP,Agence postale communale,13026A,1 RUE DU PAVE,,ST DIDIER SOUS RIVERIE,69440,CHABANIERE,69228,FRANCE,45.596243002087,4.6085530000852,3631
13061D,CRANSAC AP,Agence postale communale,01809A,PLACE JEAN JAURES,,,12110,CRANSAC,12083,FRANCE,44.525625144,2.2832549796,3631
13062A,ST ETIENNE DES OULLIERES BP,Bureau de Poste,,60 RUE DE L EGLISE,,,69460,ST ETIENNE DES OULLIERES,69197,FRANCE,46.067442,4.648783,3631
13062D,BALMA GALILEE RP,Relais poste,05433A,22 AVENUE GALILEE,,,31130,BALMA,31044,FRANCE,43.624122829,1.4952562387,3631
13063D,NANTES SCHUMAN RP,Relais poste,08410A,88 BD ROBERT SCHUMAN,,,44300,NANTES,44109,FRANCE,47.238160163,-1.569941749,3631
13064A,ST FONS,Bureau de Poste,,67 AVENUE JEAN JAURES,,,69190,ST FONS,69199,FRANCE,45.710402,4.855148,3631
13064D,TOULOUSE MIDICA SERVICE RP,Relais poste,05459A,22 RUE DES TOURNEURS,MIDICA SERVICE,,31000,TOULOUSE,31555,FRANCE,43.600208773,1.4449785423,3631
13065D,MESSERY AP,Agence postale communale,14123A,5 RUE DU BOURG,,,74140,MESSERY,74180,FRANCE,46.350791521,6.2927203485,3631
13066A,STE FOY L ARGENTIERE BP,Bureau de Poste,,406 GRANDE RUE,,,69610,STE FOY L ARGENTIERE,69201,FRANCE,45.7087,4.471742,3631
13066D,PRIAY AP,Agence postale communale,00030A,177 GRANDE RUE DE LA COTIERE,,,01160,PRIAY,01314,FRANCE,46.0031,5.2895,3631
13067A,STE FOY LES LYON BP,Bureau de Poste,,15 BOULEVARD BARON DU MARAIS,,,69110,STE FOY LES LYON,69202,FRANCE,45.7356,4.804898,3631
13068A,ST GENIS LAVAL,Bureau de Poste,,53 AVENUE GEORGES CLEMENCEAU,,,69230,ST GENIS LAVAL,69204,FRANCE,45.697198,4.794416,3631
13068D,LEVALLOIS MONOPRIX RPC RP,Relais poste,17171A,20 RUE GABRIEL PERI,MONOPRIX RELAIS POSTE COMMERCANT,,92300,LEVALLOIS PERRET,92044,FRANCE,48.890478262,2.2893261515,3631
13070A,ST GEORGES DE RENEINS BP,Bureau de Poste,,98 PLACE DE L EGLISE,,,69830,ST GEORGES DE RENEINS,69206,FRANCE,46.062799,4.723956,3631
13072A,ST IGNY DE VERS AP,Agence postale communale,12937A,70 RUE DE LA GARE,,,69790,ST IGNY DE VERS,69209,FRANCE,46.240706538,4.4349765873,3631
13072D,REPLONGES RP,Relais poste,00046A,1227 ROUTE DU CREUX,TABAC PRESSE,,01750,REPLONGES,01320,FRANCE,46.312616986,4.8740303191,3631
13073A,ST JEAN DE TOUSLAS AP,Agence postale communale,12991A,32 ROUTE DES MONTS DU LYONNAIS,LE BOURG,ST JEAN DE TOUSLAS,69700,BEAUVALLON,69179,FRANCE,45.578071484,4.6619395142,3631
13074A,ST JEAN LA BUSSIERE AP,Agence postale communale,13091A,PLACE ST JEAN,,,69550,ST JEAN LA BUSSIERE,69214,FRANCE,45.999957235,4.3242997374,3631
13074D,SAINT SELVE LPA AP,Agence postale communale,05857A,1 PLACE SAINT ANTOINE,,,33650,ST SELVE,33474,FRANCE,44.671064612,-0.480511023,3631
13075A,ST JULIEN SUR BIBOST RP,Relais poste,12935A,70 RUE DU CENTRE,,,69690,ST JULIEN SUR BIBOST,69216,FRANCE,45.804105,4.519289,3631
13076A,ST JUST D AVRAY BP,Bureau de Poste,,PLACE DE L EGLISE,,,69870,ST JUST D AVRAY,69217,FRANCE,46.001494,4.448178,3631
13076D,COURTISOLS AP,Agence postale communale,09358A,4 RUE MASSEZ,,,51460,COURTISOLS,51193,FRANCE,48.986881547,4.5175080154,3631
13077A,ST LAURENT D AGNY AP,Agence postale communale,13026A,28 ROUTE DE MORNANT,,,69440,ST LAURENT D AGNY,69219,FRANCE,45.640432,4.68559,3631
13077D,CORCIEUX AP,Agence postale communale,16588A,7 RUE HENRY,,,88430,CORCIEUX,88115,FRANCE,48.171503247,6.8811195337,3631
13078A,ST LAURENT DE CHAMOUSSET BP,Bureau de Poste,,RUE DE LYON,,,69930,ST LAURENT DE CHAMOUSSET,69220,FRANCE,45.738442,4.464785,3631
13078D,ALBI RIVE DROITE AP,Agence postale communale,15402A,26 SQUARE BONAPARTE,,,81000,ALBI,81004,FRANCE,43.942722098,2.1561236136,3631
13079D,LANUEJOULS AP,Agence postale communale,01934A,20 ROUTE DES JONQUILLES,,,12350,LANUEJOULS,12121,FRANCE,44.424806615,2.1614952749,3631
13080A,ST MARTIN EN HAUT BP,Bureau de Poste,,52 GRANDE RUE,,,69850,ST MARTIN EN HAUT,69227,FRANCE,45.659235,4.562492,3631
13081A,ST MAURICE SUR DARGOIRE RP,Relais poste,13026A,3 RUE DU 19 MARS 1962,EPICERIE PRESSE PERRONCEL,ST MAURICE SUR DARGOIRE,69440,CHABANIERE,69228,FRANCE,45.581926002086,4.6314280000873,3631
13081D,MARSEILLE LONGCHAMP AP,Agence postale communale,02158A,50 BOULEVARD LONGCHAMP,MAISON DU BEL AGE,,13001,MARSEILLE,13201,FRANCE,43.301686081,5.3892482798,3631
13082A,ST NIZIER D AZERGUES AP,Agence postale communale,12937A,44 RUE DE L ABREUVOIR,,,69870,ST NIZIER D AZERGUES,69229,FRANCE,46.087199,4.464681,3631
13082D,SOURDEVAL AP,Agence postale communale,09183A,JARDIN DE L EUROPE,,,50150,SOURDEVAL,50582,FRANCE,48.724275065,-0.923666523,3631
13084D,VILLENEUVE D'ASCQ LE KIOSQUE RP,Relais poste,10680A,2 PLACE JEAN MOULIN,Chemin des crieurs La cousinerie,,59650,VILLENEUVE D ASCQ,59009,FRANCE,50.640854967,3.1546079901,3631
13085A,ST ROMAIN DE POPEY AP,Agence postale communale,13091A,RUE CENTRALE,,,69490,ST ROMAIN DE POPEY,69234,FRANCE,45.848099,4.530297,3631
13086D,MONTJEAN SUR LOIRE RP,Relais poste,08924A,27 BIS RUE NATIONALE,,MONTJEAN SUR LOIRE,49570,MAUGES SUR LOIRE,49244,FRANCE,47.385846481,-0.86028875,3631
13087A,ST SYMPHORIEN SUR COISE BP,Bureau de Poste,,110 AVENUE DE LA LIBERATION,,,69590,ST SYMPHORIEN SUR COISE,69238,FRANCE,45.632734,4.458358,3631
13087D,BOUCHEMAINE PRUNIERS RP,Relais poste,08916A,1 RUE DU PETIT VIVIER,TABAC PRESSE PRUNIERS,,49080,BOUCHEMAINE,49035,FRANCE,47.446073574,-0.606758251,3631
13088A,ST VERAND RP,Relais poste,13014A,IMMEUBLE DE LA POSTE,,,69620,ST VERAND,69239,FRANCE,45.919455,4.527012,3631
13088D,ANGERS PLACE HERAULT RP,Relais poste,09173A,3 PLACE HERAULT,CARREFOUR,,49100,ANGERS,49007,FRANCE,47.47512295,-0.549188688,3631
13089A,ST VINCENT DE REINS AP,Agence postale communale,13091A,1 PLACE CLAUDIUS BODET,,,69240,ST VINCENT DE REINS,69240,FRANCE,46.0748,4.38715,3631
13089D,LE LOUROUX BECONNAIS AP,Agence postale communale,08916A,RUE NOEL PINOT,1,LE LOUROUX BECONNAIS,49370,VAL D ERDRE AUXENCE,49183,FRANCE,47.519528894,-0.87848608,3631
13090A,TALUYERS AP,Agence postale communale,13026A,51 PLACE DE LA BASCULE,,,69440,TALUYERS,69241,FRANCE,45.641292,4.721978,3631
13091A,TARARE,Bureau de Poste,,79 RUE DE LA REPUBLIQUE,,,69170,TARARE,69243,FRANCE,45.8952,4.435338,3631
13091D,MONTROTTIER RP,Relais poste,12935A,GRAND RUE,,,69770,MONTROTTIER,69139,FRANCE,45.79131233,4.4654171458,3631
13092A,TASSIN HORLOGE,Bureau de Poste,,4 A AVENUE GENERAL LECLERC,,,69160,TASSIN LA DEMI LUNE,69244,FRANCE,45.761847,4.777432,3631
13092D,BOURG LA REINE MONOPRIX RP,Relais poste,17094A,8 RUE RENE ROECKEL,LA POSTE RELAIS MONOPRIX,,92340,BOURG LA REINE,92014,FRANCE,48.7797,2.3134,3631
13093A,TERNAND AP,Agence postale communale,13014A,318 RUE DES GRANDES PLANCHES,,,69620,TERNAND,69245,FRANCE,45.944596,4.528687,3631
13094A,THEIZE AP,Agence postale communale,13014A,47 RUE SAINT ANTOINE,LE BOURG,,69620,THEIZE,69246,FRANCE,45.940122,4.616246,3631
13095A,THEL RP,Relais poste,13091A,412 RUE DES RAMEAUX,,THEL,69470,COURS,69066,FRANCE,46.116055,4.37674,3631
13095D,MARBACHE AP,Agence postale communale,09869A,64 RUE CLEMENCEAU,,,54820,MARBACHE,54351,FRANCE,48.79647512,6.0994672249,3631
13096A,THIZY BP,Bureau de Poste,,25 BIS RUE GAMBETTA,,,69240,THIZY LES BOURGS,69248,FRANCE,46.027997,4.312667,3631
13097D,LYON ST JUST LES MINIMES RP,Relais poste,13205A,22 RUE DU TRION,,,69005,LYON,69385,FRANCE,45.75629924,4.8176839068,3631
13098A,LA TOUR DE SALVAGNY BP,Bureau de Poste,,2 RUE DE LA MAIRIE,,,69890,LA TOUR DE SALVAGNY,69250,FRANCE,45.814718584,4.7163494825,3631
13098D,MEREVILLE APC AP,Agence postale communale,16946A,1 PLACE DE L HOTEL DE VILLE,MAIRIE DE MEREVILLE,MEREVILLE,91660,LE MEREVILLOIS,91390,FRANCE,48.318565879,2.0869938774,3631
13099A,VALSONNE AP,Agence postale communale,13091A,LE BOURG,MAIRIE,,69170,VALSONNE,69254,FRANCE,45.947093,4.430073,3631
13099D,LOUVIGNY INTERMARCHE RP,Relais poste,02237A,ZAC DES LONGS COURTS,INTERMARCHE,,14111,LOUVIGNY,14383,FRANCE,49.160721932,-0.400255851,3631
13100D,RUAUDIN RP,Relais poste,13607A,48 RUE PRINCIPALE,8 A HUIT,,72230,RUAUDIN,72260,FRANCE,47.945642008,0.2632402331,3631
13101A,VAULX EN VELIN PRINCIPAL,Bureau de Poste,,14 RUE MAURICE AUDIN,ZAC CENTRE VILLE ILOT A,,69120,VAULX EN VELIN,69256,FRANCE,45.778,4.9196,3631
13101D,CERGY RPC TABAC LES TOULEUSES RP,Relais poste,17542A,12 PLACE DES TOULEUSES,TABAC LES TOULEUSES CC LES TOULEUSES,,95000,CERGY,95127,FRANCE,49.030038746,2.0829225668,3631
13102A,VAUX EN BEAUJOLAIS AP,Agence postale communale,12938A,LE BOURG,place du petit tertre,,69460,VAUX EN BEAUJOLAIS,69257,FRANCE,46.056392,4.592569,3631
13103A,VENISSIEUX PAL,Bureau de Poste,,17 PLACE DE LA PAIX,,,69200,VENISSIEUX,69259,FRANCE,45.698698,4.884877,3631
13103D,NICE CESSOLE RP,Relais poste,00944A,85 BOULEVARD DE CESSOLE,,,06100,NICE,06088,FRANCE,43.718262548,7.2523302625,3631
13104A,VERNAISON BP,Bureau de Poste,,109 ROUTE DE GIVORS,,,69390,VERNAISON,69260,FRANCE,45.646478,4.811558,3631
13105D,VILLENEUVE DE RIVIERE AP,Agence postale communale,05577A,4 PLACE DE LA MAIRIE,,,31800,VILLENEUVE DE RIVIERE,31585,FRANCE,43.122148793,0.6656423891,3631
13106A,VILLECHENEVE AP,Agence postale communale,12935A,GRANDE RUE,LE BOURG,,69770,VILLECHENEVE,69263,FRANCE,45.8122,4.406288,3631
13106D,LYON MOULIN A VENT RP,Relais poste,13192A,233 ROUTE DE VIENNE,FRANPRIX,,69200,VENISSIEUX,69259,FRANCE,45.729784253,4.8547409914,3631
13107A,VILLEFRANCHE SUR SAONE REPUBLIQUE,Bureau de Poste,,35 ALLEE DES CORDELIERS,,,69400,VILLEFRANCHE SUR SAONE,69264,FRANCE,45.988298,4.715778,3631
13107D,PARIS MY AUCHAN CHEVREAU RP,Relais poste,14267A,40 RUE HENRI CHEVREAU,MY AUCHAN CHEVREAU,,75020,PARIS,75120,FRANCE,48.870544409,2.3885241399,3631
13108A,VILLEURBANNE GRATTE CIEL,Bureau de Poste,,29 RUE PAUL VERLAINE,,,69100,VILLEURBANNE,69266,FRANCE,45.767292,4.88035,3631
13109A,VILLIE MORGON BP,Bureau de Poste,,AVENUE JEAN BAPTISTE SORNAY,,,69910,VILLIE MORGON,69267,FRANCE,46.161942,4.6811,3631
13111A,YZERON AP,Agence postale communale,12943A,31 GRANDE RUE,,,69510,YZERON,69269,FRANCE,45.707519096,4.5911473929,3631
13112A,CHAPONNAY BP,Bureau de Poste,,1 RUE DE LA POSTE,,,69970,CHAPONNAY,69270,FRANCE,45.628148,4.934935,3631
13113A,CHASSIEU BP,Bureau de Poste,,8 RUE LOUIS PERGAUD,,,69680,CHASSIEU,69271,FRANCE,45.739291,4.971139,3631
13113D,LA POSTE RELAIS INCHY EN ARTOIS RP,Relais poste,11689A,11 GRAND PLACE,CAFE DE LA MAIRIE,,62860,INCHY EN ARTOIS,62469,FRANCE,50.178692646,3.05139201,3631
13114D,PLOMELIN RP,Relais poste,05101A,7 RUE TRAON AR VORCH,TI CASTEL,,29700,PLOMELIN,29170,FRANCE,47.936098833,-4.153018368,3631
13115A,CORBAS BP,Bureau de Poste,,PLACE DU COSTEL,,,69960,CORBAS,69273,FRANCE,45.671591,4.898851,3631
13115D,SCHERWILLER RP,Relais poste,12657A,46 RUE DE LA MAIRIE,MAITE SIMON,,67750,SCHERWILLER,67445,FRANCE,48.286034069,7.4186746945,3631
13116A,RILLIEUX LA PAPE CREPIEUX BP,Bureau de Poste,,27 ROUTE DE GENEVE,,,69140,RILLIEUX LA PAPE,69286,FRANCE,45.8079,4.8984,3631
13117A,DECINES CHARPIEU BP,Bureau de Poste,,16 BIS AVENUE JEAN MACE,,,69150,DECINES CHARPIEU,69275,FRANCE,45.768391,4.955851,3631
13117D,MARSEILLE ESCAT PARADIS RP,Relais poste,02095A,218 RUE PARADIS,,,13006,MARSEILLE,13206,FRANCE,43.283258996,5.3809751019,3631
13118A,FEYZIN BP,Bureau de Poste,,8 PLACE LOUIS GRENIER,,,69320,FEYZIN,69276,FRANCE,45.67447,4.859367,3631
13118D,BRIVET RIVET LPR RP,Relais poste,03160A,71 BOULEVARD ROGER COMBES RIVET,BRIVE RIVET SNC LEMUHOT,,19100,BRIVE LA GAILLARDE,19031,FRANCE,45.16805905,1.495193119,3631
13119A,GENAS,Bureau de Poste,,7 PLACE DE LA REPUBLIQUE,,,69740,GENAS,69277,FRANCE,45.732297,4.997849,3631
13120A,GENAY BP,Bureau de Poste,,LE BOURG,,,69730,GENAY,69278,FRANCE,45.898606,4.841906,3631
13120D,LAVAL KELLERMANN RP,Relais poste,09676A,7 RUE MASSENA,TABAC PRESSE,,53000,LAVAL,53130,FRANCE,48.057329011,-0.745583907,3631
13121A,JONAGE BP,Bureau de Poste,,65 BIS RUE NATIONALE,,,69330,JONAGE,69279,FRANCE,45.796496,5.045009,3631
13121D,CERENCES AP,Agence postale communale,09233A,7 PLACE DU MARCHE,,,50510,CERENCES,50109,FRANCE,48.917304523,-1.435562223,3631
13122A,MEYZIEU,Bureau de Poste,,18 BIS AVENUE LUCIEN BUISSON,,,69330,MEYZIEU,69282,FRANCE,45.764793,4.998264,3631
13123A,MIONS BP,Bureau de Poste,,3 AVENUE GENERAL DE GAULLE,,,69780,MIONS,69283,FRANCE,45.6643,4.9568,3631
13123D,BUEIL AP,Agence postale communale,04752A,1 BIS RUE DU BOIS,,,27730,BUEIL,27119,FRANCE,48.931291191,1.4415819263,3631
13124A,MONTANAY RP,Relais poste,13028A,PLACE DE LA POYPE,,,69250,MONTANAY,69284,FRANCE,45.8807,4.8631,3631
13125A,PUSIGNAN BP,Bureau de Poste,,RUE DU VALLON,,,69330,PUSIGNAN,69285,FRANCE,45.759228,5.062105,3631
13125D,TOULON LES VERGERS DE CLARET RP,Relais poste,15791A,324 AVENUE DE CLARET,,,83000,TOULON,83137,FRANCE,43.131734426,5.9245308454,3631
13126A,RILLIEUX LA PAPE PAL,Bureau de Poste,,16 RUE JACQUES PREVERT,,,69140,RILLIEUX LA PAPE,69286,FRANCE,45.816793,4.90199,3631
13126D,LPAC SOIGNOLLES EN BRIE AP,Agence postale communale,14659A,RUE DE CORBEIL,MAIRIE,,77111,SOIGNOLLES EN BRIE,77455,FRANCE,48.653801221,2.6987969669,3631
13127A,ST BONNET DE MURE BP,Bureau de Poste,,3 MONTEE DU CHATEAU,,,69720,ST BONNET DE MURE,69287,FRANCE,45.692369,5.029318,3631
13127D,LARMOR BADEN AP,Agence postale communale,10062A,PLACE DE L EGLISE,,,56870,LARMOR BADEN,56106,FRANCE,47.58738275,-2.89796134,3631
13128A,ST LAURENT DE MURE BP,Bureau de Poste,,4 RUE DU CENTRE BOURG,,,69720,ST LAURENT DE MURE,69288,FRANCE,45.687183,5.048422,3631
13129A,ST PIERRE DE CHANDIEU AP,Agence postale communale,13064A,5A7 RUE EMILE VERNAY,,,69780,ST PIERRE DE CHANDIEU,69289,FRANCE,45.644496,5.009848,3631
13129D,POURRIERES AP,Agence postale communale,15729A,3 RUE MARIUS CAIUS,,,83910,POURRIERES,83097,FRANCE,43.504189125,5.7354169081,3631
13130A,ST PRIEST HOTEL DE VILLE,Bureau de Poste,,6 PL DE L HOT DE VILLE C OTTINA,,,69800,ST PRIEST,69290,FRANCE,45.694593,4.937055,3631
13131A,ST SYMPHORIEN D OZON,Bureau de Poste,,13 PARC MUNICIPAL,,,69360,ST SYMPHORIEN D OZON,69291,FRANCE,45.634699,4.855025,3631
13131D,ILLZACH MODENHEIM RP,Relais poste,12809A,54 RUE DE SAUSHEIM,Evaporation,,68110,ILLZACH,68154,FRANCE,47.77174687,7.3611582503,3631
13133A,SATHONAY VILLAGE AP,Agence postale communale,13028A,RUE SAINT MAURICE,,,69580,SATHONAY VILLAGE,69293,FRANCE,45.831473,4.880283,3631
13133D,PERPIGNAN VERNET MARKET LPR RP,Relais poste,12464A,5 AVENUE DE L AERODROME,,,66000,PERPIGNAN,66136,FRANCE,42.721323515,2.8856126528,3631
13134A,SEREZIN DU RHONE BP,Bureau de Poste,,23 AVENUE DU DAUPHINE,,,69360,SEREZIN DU RHONE,69294,FRANCE,45.629187,4.824946,3631
13135A,SOLAIZE AP,Agence postale communale,13131A,LE BOURG PLACE DE LA MAIRIE,,,69360,SOLAIZE,69296,FRANCE,45.639494,4.841078,3631
13136D,MARSEILLE AVENUE DE TOULON RP,Relais poste,02154A,208 AVENUE DE TOULON,CARREFOUR EXPRESS,,13010,MARSEILLE,13210,FRANCE,43.284540448,5.3953214577,3631
13137A,TOUSSIEU AP,Agence postale communale,13064A,PLACE DE LA MAIRIE,,,69780,MIONS,69298,FRANCE,45.653997,4.98543,3631
13137D,ARLES CALCINAIA RP,Relais poste,01954A,RUE DE CALCINAIA,CENTRE COMMERCIAL BARRIOL,,13200,ARLES,13004,FRANCE,43.669,4.6152,3631
13138A,COLOMBIER SAUGNIEU AP,Agence postale communale,13119A,230 ROUTE DU DAUPHINE,,,69124,COLOMBIER SAUGNIEU,69299,FRANCE,45.711581,5.112378,3631
13138D,ARLES CAMARGUE RP,Relais poste,01954A,182 RUE DES PEUPLIERS BLANCS,,L ALBARON,13123,ARLES,13004,FRANCE,43.610881508,4.4753141693,3631
13139A,FRANCHEVILLE LE HAUT RP,Relais poste,13205A,76 GRANDE RUE,,,69340,FRANCHEVILLE,69089,FRANCE,45.7369,4.7639,3631
13140D,SAINT BRIEUC CESSON RP,Relais poste,03869A,79 RUE DE LA REPUBLIQUE,,,22000,ST BRIEUC,22278,FRANCE,48.522177373,-2.728935978,3631
13141A,ST PRIEST MANISSIEUX BP,Bureau de Poste,,PLACE HONORE DE BALZAC,,,69800,ST PRIEST,69290,FRANCE,45.706894,4.9769,3631
13141D,SAINT BRIEUC ROBIEN RP,Relais poste,03869A,33 BOULEVARD CARNOT,LA PASSERELLE,,22000,ST BRIEUC,22278,FRANCE,48.506175836,-2.766160525,3631
13142A,VAULX EN VELIN VILLAGE BP,Bureau de Poste,,45 RUE DE LA REPUBLIQUE,,,69120,VAULX EN VELIN,69256,FRANCE,45.786595,4.924667,3631
13142D,LYON RUE DU PLAT RP,Relais poste,13016A,26 RUE DU PLAT,,,69002,LYON,69382,FRANCE,45.75699977,4.8283390675,3631
13143A,VILLEFRANCHE S/SAONE URSULINES BP,Bureau de Poste,,321 RUE NATIONALE,,,69400,VILLEFRANCHE SUR SAONE,69264,FRANCE,45.992396,4.719068,3631
13143D,AU MARCHE WIMILLOIS RP,Relais poste,11619A,42 RUE DU GENERAL DE GAULLE,AU MARCHE WIMILLOIS,,62126,WIMILLE,62894,FRANCE,50.762807145,1.6329358589,3631
13145A,FONTAINES LES MARRONNIERS BP,Bureau de Poste,,5 ALLEE DE LA CHARDONNIERE,,,69270,FONTAINES SUR SAONE,69088,FRANCE,45.8219,4.8641,3631
13146D,CAMIERS AGENCE COMMUNALE AP,Agence postale communale,11677A,3 RUE DU VIEUX MOULIN,,,62176,CAMIERS,62201,FRANCE,50.568929987,1.6129773201,3631
13151A,LYON PLACE FLAMMARION BP,Bureau de Poste,,22 RUE PERNON,,,69004,LYON,69384,FRANCE,45.779094,4.81871,3631
13152D,REYRIEUX RP,Relais poste,00174A,4 RUE DE LA PLACE,TABAC PRESSE LA PRESSE TALANCONNAISE,,01600,REYRIEUX,01322,FRANCE,45.934968087,4.8239710785,3631
13153D,VEYRIER DU LAC RP,Relais poste,13992A,26 RUE DE LA TOURNETTE,TABAC PRESSE LOTO,,74290,VEYRIER DU LAC,74299,FRANCE,45.88337,6.17776,3631
13154D,ELEU DIT LEAUWETTE LPAC AP,Agence postale communale,11603A,RUE CHARLES FERRAND,ESPACE CULTUREL ET SPORTIF,,62300,ELEU DIT LEAUWETTE,62291,FRANCE,50.418681626,2.8137609441,3631
13155A,LYON LAFAYETTE,Bureau de Poste,,168 COURS LAFAYETTE,,,69003,LYON,69383,FRANCE,45.763599,4.856477,3631
13155D,COEX RP,Relais poste,16113A,11 PLACE GEORGES CLEMENCEAU,,,85220,COEX,85070,FRANCE,46.69711144,-1.759135978,3631
13156A,VILLEURBANNE LES BROSSES BP,Bureau de Poste,,56 RUE SEVERINE,,,69100,VILLEURBANNE,69266,FRANCE,45.7512,4.914568,3631
13156D,ST MAUR LPR U EXPRESS LA PIE RP,Relais poste,17364A,73 AVENUE JEAN JAURES,U express GD Parteners,,94100,ST MAUR DES FOSSES,94068,FRANCE,48.788217051,2.4826042553,3631
13157A,LYON BACHUT BP,Bureau de Poste,,9 PLACE DU 11 NOVEMBRE 1918,,,69008,LYON,69388,FRANCE,45.736796,4.869159,3631
13159A,LYON GRAND TROU BP,Bureau de Poste,,11 RUE ANTOINE FONLUPT,,,69008,LYON,69388,FRANCE,45.736497,4.853257,3631
13160A,VILLEURBANNE GRANDCLEMENT,Bureau de Poste,,55 PLACE JULES GRANDCLEMENT,,,69100,VILLEURBANNE,69266,FRANCE,45.759434,4.888891,3631
13160D,PUTEAUX MONOPRIX RPC RP,Relais poste,17091A,111 RUE JEAN JAURES,LA POSTE RELAIS MONOPRIX,,92800,PUTEAUX,92062,FRANCE,48.88133685,2.2390126527,3631
13161A,VILLEFRANCHE SUR SAONE BELIGNY BP,Bureau de Poste,,794 RUE EMILE ZOLA,,,69400,VILLEFRANCHE SUR SAONE,69264,FRANCE,45.983825,4.731052,3631
13161D,PRECIGNE RP,Relais poste,13747A,3 PLACE NEUVE,CARREFOUR EXPRESS,,72300,PRECIGNE,72244,FRANCE,47.765133415,-0.324403441,3631
13163D,LA BARRE EN OUCHE AP,Agence postale communale,04695A,PLACE DE LA MAIRIE,,LA BARRE EN OUCHE,27330,MESNIL EN OUCHE,27049,FRANCE,48.946026424,0.6647639656,3631
13164D,TOULOUSE CITY MAL LECLERC LPR RP,Relais poste,05622A,12 AVENUE MARECHAL LECLERC,CARREFOUR CITY TOULOUSE LECLERC,,31000,TOULOUSE,31555,FRANCE,43.607386968,1.4312362098,3631
13166A,LYON BATTIERES MENIVAL RP,Relais poste,13205A,31 AVENUE DE MENIVAL,,,69005,LYON,69385,FRANCE,45.756496,4.784129,3631
13166D,TOULOUSE CITY ROUTE ESPAGNE RP,Relais poste,05648A,39 ROUTE D ESPAGNE,CARREFOUR CITY,,31100,TOULOUSE,31555,FRANCE,43.577383183,1.4242720123,3631
13167D,VICHY PONCET RP,Relais poste,00555A,2 AVENUE PONCET,,,03200,VICHY,03310,FRANCE,46.131698633,3.4173295043,3631
13168A,LYON ILE BARBE LPR RP,Relais poste,12950A,5 PLACE HENRI BARBUSSE,,,69009,LYON,69389,FRANCE,45.798099,4.830378,3631
13168D,TOULOUSE FIRMIS RP,Relais poste,05618A,12 IMPASSE DU TARBEZOU,OPTIQUE FIRMIS,,31500,TOULOUSE,31555,FRANCE,43.5866,1.4825,3631
13169A,LYON LIBERTE RP,Relais poste,13155A,1 COURS DE LA LIBERTE,,,69003,LYON,69383,FRANCE,45.7634,4.8421,3631
13169D,TOULOUSE CITY ST MICHEL RP,Relais poste,05632A,105 GRANDE RUE ST MICHEL,CARREFOUR CITY TOULOUSE ST MICHEL 105,,31400,TOULOUSE,31555,FRANCE,43.589476102,1.4457429153,3631
13170D,TOULOUSE CITY POUVOURVILLE RP,Relais poste,05629A,RUE RENE GOSCINNY,CARREFOUR CITY TOULOUSE GOSCINNY,,31400,TOULOUSE,31555,FRANCE,43.55073888,1.457993119,3631
13171A,FEYZIN LES RAZES AP,Agence postale communale,13131A,3 PLACE CLAUDIUS BERY,,,69320,FEYZIN,69276,FRANCE,45.665592,4.85016,3631
13171D,BIACHE ST VAAST LPAC AP,Agence postale communale,11689A,4 PLACE ROGER SALENGRO,,,62118,BIACHE ST VAAST,62128,FRANCE,50.31170363,2.9442442564,3631
13172A,MEYZIEU LE CARREAU RP,Relais poste,13122A,78 AVENUE DE VERDUN,,,69330,MEYZIEU,69282,FRANCE,45.77774578,4.994086589,3631
13173A,VAULX EN VELIN MAS DU TAUREAU BP,Bureau de Poste,,9 PLACE GUY MOQUET,,,69120,VAULX EN VELIN,69256,FRANCE,45.784694,4.911429,3631
13173D,PEAULE API AP,Agence postale intercommunale,10232A,PLACE DE LA POSTE,,,56130,PEAULE,56153,FRANCE,47.580807579,-2.357259241,3631
13174D,RUBELLES LPR CARREFOUR MARKET RP,Relais poste,14763A,4 RUE DU PERRE,ZAE DES HAUTS DE RUBELLES ST NICOLAS,,77950,RUBELLES,77394,FRANCE,48.553509411,2.6706608194,3631
13175A,FRANCHEVILLE BEL AIR AP,Agence postale communale,13205A,1 RUE DE LA CHAPELLE DE BEL AIR,,,69340,FRANCHEVILLE,69089,FRANCE,45.747092,4.756635,3631
13176D,MOUSSEY AP,Agence postale communale,09757A,66 RUE RENE LAEDERICH,,,88210,MOUSSEY,88317,FRANCE,48.429219132,7.0223406971,3631
13178D,BAVILLIERS RP,Relais poste,16877A,35 GRANDE RUE FRANCOIS MITTERAND,TABAC PRESSE,,90800,BAVILLIERS,90008,FRANCE,47.620491968,6.8345636147,3631
13179D,BALARUC LES ALOES AP,Agence postale communale,06225A,RUE DU MISTRAL,,,34540,BALARUC LES BAINS,34023,FRANCE,43.44587317,3.6992770824,3631
